discomb,descomb,numcomb,grpcomb,npt,sttdis,node
'P5.3' 'M10.1','Metabolic: Prameha - Sthula 'Metabolic: Medoroga - Sthula medho roga,2,' 'P5.3' ' ' 'M10.1' ' ' 'P5.0' ' ' 'V2.63' ',1,P5.3,2
'P5.3' 'P5.0','Metabolic: Prameha - Sthula 'Metabolic: Prameha,2,' 'P5.3' ' ' 'P5.0' ',1,P5.3,2
'P5.3' 'P5.0','Metabolic: Prameha - Sthula 'Metabolic: Prameha,2,' 'P5.3' ' ' 'P5.0' ' ' 'M2.0' ' ' 'MS T1.0' ',1,P5.3,2
'P5.3' 'P5.0','Metabolic: Prameha - Sthula 'Metabolic: Prameha,2,' 'P5.3' ' ' 'P5.0' ' ' 'V2.10' ',1,P5.3,2
'P5.3' 'P5.4','Metabolic: Prameha - Sthula 'Metabolic: Prameha - Upadrava,2,' 'P5.3' ' ' 'P5.4' ',1,P5.3,2
'P5.3' 'S16.0','Metabolic: Prameha - Sthula 'Metabolic: Sthaulya,2,' 'P5.3' ' ' 'S16.0' ',1,P5.3,2
'P5.3' 'S16.20.0','Metabolic: Prameha - Sthula 'OTHER: Stree Roga - Raktapradara,2,' 'P5.3' ' ' 'S16.20.0' ',1,P5.3,2
'P5.3' 'V2.0','Metabolic: Prameha - Sthula 'RMSD: Vaatavyaadhi,2,' 'P5.3' ' ' 'V2.0' ' ' 'P5.0' ',1,P5.3,2
'P5.3' 'V2.10','Metabolic: Prameha - Sthula 'OTHER: Vaatavyaadhi - Avabaahuka,2,' 'P5.3' ' ' 'V2.10' ' ' 'P5.4' ' ' 'M2.0' ' ' 'S14.0' ' ' 'S16.0' ' ' 'V2.30' ',1,P5.3,2
'P5.3' 'V2.63','Metabolic: Prameha - Sthula 'RMSD: Vaatavyaadhi - Sandhigata Vaata,2,' 'P5.3' ' ' 'V2.63' ',1,P5.3,2
'P5.3' 'G9.7' 'M2.0','Metabolic: Prameha - Sthula 'OTHER: Granthi - Siraa Granthi 'Metabolic: Madhumeha,3,' 'P5.3' ' ' 'G9.7' ' ' 'M2.0' ' ' 'V11.7' ',1,P5.3,3
'P5.3' 'M10.0' 'P5.0','Metabolic: Prameha - Sthula 'Metabolic: Medoroga 'Metabolic: Prameha,3,' 'P5.3' ' ' 'M10.0' ' ' 'P5.0' ' ' 'M10.2' ' ' 'M2.0' ' ' 'V1.0' ' ' 'V2.63' ',1,P5.3,3
'P5.3' 'M10.1' 'P5.0','Metabolic: Prameha - Sthula 'Metabolic: Medoroga - Sthula medho roga 'Metabolic: Prameha,3,' 'P5.3' ' ' 'M10.1' ' ' 'P5.0' ' ' 'V2.63' ',1,P5.3,3
'P5.3' 'P5.0' 'M2.0','Metabolic: Prameha - Sthula 'Metabolic: Prameha 'Metabolic: Madhumeha,3,' 'P5.3' ' ' 'P5.0' ' ' 'M2.0' ' ' 'MS T1.0' ',1,P5.3,3
'P5.3' 'P5.0' 'V2.10','Metabolic: Prameha - Sthula 'Metabolic: Prameha 'OTHER: Vaatavyaadhi - Avabaahuka,3,' 'P5.3' ' ' 'P5.0' ' ' 'V2.10' ',1,P5.3,3
'P5.3' 'V2.0' 'P5.0','Metabolic: Prameha - Sthula 'RMSD: Vaatavyaadhi 'Metabolic: Prameha,3,' 'P5.3' ' ' 'V2.0' ' ' 'P5.0' ',1,P5.3,3
'P5.3' 'V2.10' 'P5.4','Metabolic: Prameha - Sthula 'OTHER: Vaatavyaadhi - Avabaahuka 'Metabolic: Prameha - Upadrava,3,' 'P5.3' ' ' 'V2.10' ' ' 'P5.4' ' ' 'M2.0' ' ' 'S14.0' ' ' 'S16.0' ' ' 'V2.30' ',1,P5.3,3
'P5.3' 'G9.7' 'M2.0' 'V11.7','Metabolic: Prameha - Sthula 'OTHER: Granthi - Siraa Granthi 'Metabolic: Madhumeha 'OTHER: Vatavyadhi - Gatatva  - Sandhigata Vata,4,' 'P5.3' ' ' 'G9.7' ' ' 'M2.0' ' ' 'V11.7' ',1,P5.3,4
'P5.3' 'M10.0' 'P5.0' 'M10.2','Metabolic: Prameha - Sthula 'Metabolic: Medoroga 'Metabolic: Prameha 'Metabolic: Medoroga - Sukshma medho roga,4,' 'P5.3' ' ' 'M10.0' ' ' 'P5.0' ' ' 'M10.2' ' ' 'M2.0' ' ' 'V1.0' ' ' 'V2.63' ',1,P5.3,4
'P5.3' 'M10.1' 'P5.0' 'V2.63','Metabolic: Prameha - Sthula 'Metabolic: Medoroga - Sthula medho roga 'Metabolic: Prameha 'RMSD: Vaatavyaadhi - Sandhigata Vaata,4,' 'P5.3' ' ' 'M10.1' ' ' 'P5.0' ' ' 'V2.63' ',1,P5.3,4
'P5.3' 'P5.0' 'M2.0' 'MS T1.0','Metabolic: Prameha - Sthula 'Metabolic: Prameha 'Metabolic: Madhumeha 'OTHER: Twak Vivarnya,4,' 'P5.3' ' ' 'P5.0' ' ' 'M2.0' ' ' 'MS T1.0' ',1,P5.3,4
'P5.3' 'V2.10' 'P5.4' 'M2.0','Metabolic: Prameha - Sthula 'OTHER: Vaatavyaadhi - Avabaahuka 'Metabolic: Prameha - Upadrava 'Metabolic: Madhumeha,4,' 'P5.3' ' ' 'V2.10' ' ' 'P5.4' ' ' 'M2.0' ' ' 'S14.0' ' ' 'S16.0' ' ' 'V2.30' ',1,P5.3,4
'P5.3' 'M10.0' 'P5.0' 'M10.2' 'M2.0','Metabolic: Prameha - Sthula 'Metabolic: Medoroga 'Metabolic: Prameha 'Metabolic: Medoroga - Sukshma medho roga 'Metabolic: Madhumeha,5,' 'P5.3' ' ' 'M10.0' ' ' 'P5.0' ' ' 'M10.2' ' ' 'M2.0' ' ' 'V1.0' ' ' 'V2.63' ',1,P5.3,5
'P5.3' 'V2.10' 'P5.4' 'M2.0' 'S14.0','Metabolic: Prameha - Sthula 'OTHER: Vaatavyaadhi - Avabaahuka 'Metabolic: Prameha - Upadrava 'Metabolic: Madhumeha 'RMSD: Sthaanabhedena Shoola,5,' 'P5.3' ' ' 'V2.10' ' ' 'P5.4' ' ' 'M2.0' ' ' 'S14.0' ' ' 'S16.0' ' ' 'V2.30' ',1,P5.3,5
'P5.3' 'M10.0' 'P5.0' 'M10.2' 'M2.0' 'V1.0','Metabolic: Prameha - Sthula 'Metabolic: Medoroga 'Metabolic: Prameha 'Metabolic: Medoroga - Sukshma medho roga 'Metabolic: Madhumeha 'RMSD: Vaatarakta,6,' 'P5.3' ' ' 'M10.0' ' ' 'P5.0' ' ' 'M10.2' ' ' 'M2.0' ' ' 'V1.0' ' ' 'V2.63' ',1,P5.3,6
'P5.3' 'V2.10' 'P5.4' 'M2.0' 'S14.0' 'S16.0','Metabolic: Prameha - Sthula 'OTHER: Vaatavyaadhi - Avabaahuka 'Metabolic: Prameha - Upadrava 'Metabolic: Madhumeha 'RMSD: Sthaanabhedena Shoola 'Metabolic: Sthaulya,6,' 'P5.3' ' ' 'V2.10' ' ' 'P5.4' ' ' 'M2.0' ' ' 'S14.0' ' ' 'S16.0' ' ' 'V2.30' ',1,P5.3,6
'P5.3' 'M10.0' 'P5.0' 'M10.2' 'M2.0' 'V1.0' 'V2.63','Metabolic: Prameha - Sthula 'Metabolic: Medoroga 'Metabolic: Prameha 'Metabolic: Medoroga - Sukshma medho roga 'Metabolic: Madhumeha 'RMSD: Vaatarakta 'RMSD: Vaatavyaadhi - Sandhigata Vaata,7,' 'P5.3' ' ' 'M10.0' ' ' 'P5.0' ' ' 'M10.2' ' ' 'M2.0' ' ' 'V1.0' ' ' 'V2.63' ',1,P5.3,7
'P5.3' 'V2.10' 'P5.4' 'M2.0' 'S14.0' 'S16.0' 'V2.30','Metabolic: Prameha - Sthula 'OTHER: Vaatavyaadhi - Avabaahuka 'Metabolic: Prameha - Upadrava 'Metabolic: Madhumeha 'RMSD: Sthaanabhedena Shoola 'Metabolic: Sthaulya 'RMSD: Vaatavyaadhi - Jaanugata Vaata,7,' 'P5.3' ' ' 'V2.10' ' ' 'P5.4' ' ' 'M2.0' ' ' 'S14.0' ' ' 'S16.0' ' ' 'V2.30' ',1,P5.3,7
'P5.4','Metabolic: Prameha - Upadrava,1,' 'P5.4' ',42,P5.4,1
'P5.4','Metabolic: Prameha - Upadrava,1,' 'P5.4' ' ' 'G9.0' ' ' 'V13.8' ' ' 'P5.0' ' ' 'V1.0' ' ' 'H2.0' ',1,P5.4,1
'P5.4','Metabolic: Prameha - Upadrava,1,' 'P5.4' ' ' 'M2.0' ',1,P5.4,1
'P5.4','Metabolic: Prameha - Upadrava,1,' 'P5.4' ' ' 'N4.35' ',1,P5.4,1
'P5.4','Metabolic: Prameha - Upadrava,1,' 'P5.4' ' ' 'N4.46.2.1' ',1,P5.4,1
'P5.4','Metabolic: Prameha - Upadrava,1,' 'P5.4' ' ' 'P5.0' ',1,P5.4,1
'P5.4','Metabolic: Prameha - Upadrava,1,' 'P5.4' ' ' 'P5.0' ' ' 'M10.1' ',1,P5.4,1
'P5.4','Metabolic: Prameha - Upadrava,1,' 'P5.4' ' ' 'P5.0' ' ' 'V2.0' ',1,P5.4,1
'P5.4','Metabolic: Prameha - Upadrava,1,' 'P5.4' ' ' 'P5.5' ' ' 'V2.0' ',1,P5.4,1
'P5.4','Metabolic: Prameha - Upadrava,1,' 'P5.4' ' ' 'S1.0' ',1,P5.4,1
'P5.4','Metabolic: Prameha - Upadrava,1,' 'P5.4' ' ' 'S13.11' ',1,P5.4,1
'P5.4','Metabolic: Prameha - Upadrava,1,' 'P5.4' ' ' 'S14.21' ',1,P5.4,1
'P5.4','Metabolic: Prameha - Upadrava,1,' 'P5.4' ' ' 'S14.7' ',1,P5.4,1
'P5.4','Metabolic: Prameha - Upadrava,1,' 'P5.4' ' ' 'S17.0' ',1,P5.4,1
'P5.4','Metabolic: Prameha - Upadrava,1,' 'P5.4' ' ' 'S17.1' ',1,P5.4,1
'P5.4','Metabolic: Prameha - Upadrava,1,' 'P5.4' ' ' 'S3.0' ',3,P5.4,1
'P5.4','Metabolic: Prameha - Upadrava,1,' 'P5.4' ' ' 'S3.0' ' ' 'S4.0' ',1,P5.4,1
'P5.4','Metabolic: Prameha - Upadrava,1,' 'P5.4' ' ' 'S3.0' ' ' 'V2.0' ' ' 'M2.0' ' ' 'V13.0' ',1,P5.4,1
'P5.4','Metabolic: Prameha - Upadrava,1,' 'P5.4' ' ' 'U2.4' ',1,P5.4,1
'P5.4','Metabolic: Prameha - Upadrava,1,' 'P5.4' ' ' 'V1.0' ' ' 'S3.0' ',1,P5.4,1
'P5.4','Metabolic: Prameha - Upadrava,1,' 'P5.4' ' ' 'V13.0' ',2,P5.4,1
'P5.4','Metabolic: Prameha - Upadrava,1,' 'P5.4' ' ' 'V13.4' ',1,P5.4,1
'P5.4','Metabolic: Prameha - Upadrava,1,' 'P5.4' ' ' 'V16.0' ',2,P5.4,1
'P5.4','Metabolic: Prameha - Upadrava,1,' 'P5.4' ' ' 'V16.0' ' ' 'J1.0' ' ' 'S14.2' ',1,P5.4,1
'P5.4','Metabolic: Prameha - Upadrava,1,' 'P5.4' ' ' 'V16.0' ' ' 'N4.0' ' ' 'P5.5' ' ' 'M5.1' ' ' 'A6.0' ' ' 'S2.10' ' ' 'V2.0' ',1,P5.4,1
'P5.4','Metabolic: Prameha - Upadrava,1,' 'P5.4' ' ' 'V2.0' ',9,P5.4,1
'P5.4','Metabolic: Prameha - Upadrava,1,' 'P5.4' ' ' 'V2.0' ' ' 'V1.0' ' ' 'P5.0' ',1,P5.4,1
'P5.4','Metabolic: Prameha - Upadrava,1,' 'P5.4' ' ' 'V2.0' ' ' 'V2.34.0' ',1,P5.4,1
'P5.4','Metabolic: Prameha - Upadrava,1,' 'P5.4' ' ' 'V2.21' ',1,P5.4,1
'P5.4','Metabolic: Prameha - Upadrava,1,' 'P5.4' ' ' 'V2.23' ',3,P5.4,1
'P5.4','Metabolic: Prameha - Upadrava,1,' 'P5.4' ' ' 'V2.23' ' ' 'V2.63' ',1,P5.4,1
'P5.4','Metabolic: Prameha - Upadrava,1,' 'P5.4' ' ' 'V2.23' ' ' 'V2.75' ' ' 'N4.0' ' ' 'M2.0' ',1,P5.4,1
'P5.4','Metabolic: Prameha - Upadrava,1,' 'P5.4' ' ' 'V2.38' ',1,P5.4,1
'P5.4','Metabolic: Prameha - Upadrava,1,' 'P5.4' ' ' 'V2.56.0' ',1,P5.4,1
'P5.4','Metabolic: Prameha - Upadrava,1,' 'P5.4' ' ' 'V2.56.0' ' ' 'N4.0' ' ' 'P5.0' ' ' 'P5.5' ',1,P5.4,1
'P5.4','Metabolic: Prameha - Upadrava,1,' 'P5.4' ' ' 'V2.56.0' ' ' 'P5.0' ',1,P5.4,1
'P5.4','Metabolic: Prameha - Upadrava,1,' 'P5.4' ' ' 'V2.63' ',3,P5.4,1
'P5.4','Metabolic: Prameha - Upadrava,1,' 'P5.4' ' ' 'V2.9' ',1,P5.4,1
'P5.4','Metabolic: Prameha - Upadrava,1,' 'P5.4' ' ' 'k12.0' ',1,P5.4,1
'P5.4','Metabolic: Prameha - Upadrava,1,' 'P5.4' ' ' 'k12.0' ' ' 'P5.0' ',1,P5.4,1
'P5.4' 'G9.0','Metabolic: Prameha - Upadrava 'OTHER: Granthi,2,' 'P5.4' ' ' 'G9.0' ' ' 'V13.8' ' ' 'P5.0' ' ' 'V1.0' ' ' 'H2.0' ',1,P5.4,2
'P5.4' 'M2.0','Metabolic: Prameha - Upadrava 'Metabolic: Madhumeha,2,' 'P5.4' ' ' 'M2.0' ',1,P5.4,2
'P5.4' 'N4.35','Metabolic: Prameha - Upadrava 'OTHER: Netra Roga - Triteeya Patalagata Timira,2,' 'P5.4' ' ' 'N4.35' ',1,P5.4,2
'P5.4' 'N4.46.2.1','Metabolic: Prameha - Upadrava 'OTHER: Netra Roga - Shuklagata - Arma - Adhimaamsa Arma,2,' 'P5.4' ' ' 'N4.46.2.1' ',1,P5.4,2
'P5.4' 'P5.0','Metabolic: Prameha - Upadrava 'Metabolic: Prameha,2,' 'P5.4' ' ' 'P5.0' ',1,P5.4,2
'P5.4' 'P5.0','Metabolic: Prameha - Upadrava 'Metabolic: Prameha,2,' 'P5.4' ' ' 'P5.0' ' ' 'M10.1' ',1,P5.4,2
'P5.4' 'P5.0','Metabolic: Prameha - Upadrava 'Metabolic: Prameha,2,' 'P5.4' ' ' 'P5.0' ' ' 'V2.0' ',1,P5.4,2
'P5.4' 'P5.5','Metabolic: Prameha - Upadrava 'OTHER: Pramehajanya - Netraroga,2,' 'P5.4' ' ' 'P5.5' ' ' 'V2.0' ',1,P5.4,2
'P5.4' 'S1.0','Metabolic: Prameha - Upadrava 'OTHER: Sheetapitta,2,' 'P5.4' ' ' 'S1.0' ',1,P5.4,2
'P5.4' 'S13.11','Metabolic: Prameha - Upadrava 'RMSD: Sthaanabhedena Graha - Katee Graha,2,' 'P5.4' ' ' 'S13.11' ',1,P5.4,2
'P5.4' 'S14.21','Metabolic: Prameha - Upadrava 'RMSD: Sthaanabhedena Shoola - Katee Shoola,2,' 'P5.4' ' ' 'S14.21' ',1,P5.4,2
'P5.4' 'S14.7','Metabolic: Prameha - Upadrava 'RMSD: Sthaanabhedena Shoola - Baahu Shoola,2,' 'P5.4' ' ' 'S14.7' ',1,P5.4,2
'P5.4' 'S17.0','Metabolic: Prameha - Upadrava 'OTHER: Supti,2,' 'P5.4' ' ' 'S17.0' ',1,P5.4,2
'P5.4' 'S17.1','Metabolic: Prameha - Upadrava 'OTHER: Supti - Paada Supti,2,' 'P5.4' ' ' 'S17.1' ',1,P5.4,2
'P5.4' 'S3.0','Metabolic: Prameha - Upadrava 'OTHER: Shotha,2,' 'P5.4' ' ' 'S3.0' ',3,P5.4,2
'P5.4' 'S3.0','Metabolic: Prameha - Upadrava 'OTHER: Shotha,2,' 'P5.4' ' ' 'S3.0' ' ' 'S4.0' ',1,P5.4,2
'P5.4' 'S3.0','Metabolic: Prameha - Upadrava 'OTHER: Shotha,2,' 'P5.4' ' ' 'S3.0' ' ' 'V2.0' ' ' 'M2.0' ' ' 'V13.0' ',1,P5.4,2
'P5.4' 'U2.4','Metabolic: Prameha - Upadrava 'OTHER: Udara- yakrut-pleeha,2,' 'P5.4' ' ' 'U2.4' ',1,P5.4,2
'P5.4' 'V1.0','Metabolic: Prameha - Upadrava 'RMSD: Vaatarakta,2,' 'P5.4' ' ' 'V1.0' ' ' 'S3.0' ',1,P5.4,2
'P5.4' 'V13.0','Metabolic: Prameha - Upadrava 'OTHER: Vrana,2,' 'P5.4' ' ' 'V13.0' ',2,P5.4,2
'P5.4' 'V13.4','Metabolic: Prameha - Upadrava 'OTHER: Vrana - Jeerna Vrana,2,' 'P5.4' ' ' 'V13.4' ',1,P5.4,2
'P5.4' 'V16.0','Metabolic: Prameha - Upadrava 'OTHER: Vrikka Roga,2,' 'P5.4' ' ' 'V16.0' ',2,P5.4,2
'P5.4' 'V16.0','Metabolic: Prameha - Upadrava 'OTHER: Vrikka Roga,2,' 'P5.4' ' ' 'V16.0' ' ' 'J1.0' ' ' 'S14.2' ',1,P5.4,2
'P5.4' 'V16.0','Metabolic: Prameha - Upadrava 'OTHER: Vrikka Roga,2,' 'P5.4' ' ' 'V16.0' ' ' 'N4.0' ' ' 'P5.5' ' ' 'M5.1' ' ' 'A6.0' ' ' 'S2.10' ' ' 'V2.0' ',1,P5.4,2
'P5.4' 'V2.0','Metabolic: Prameha - Upadrava 'RMSD: Vaatavyaadhi,2,' 'P5.4' ' ' 'V2.0' ',9,P5.4,2
'P5.4' 'V2.0','Metabolic: Prameha - Upadrava 'RMSD: Vaatavyaadhi,2,' 'P5.4' ' ' 'V2.0' ' ' 'V1.0' ' ' 'P5.0' ',1,P5.4,2
'P5.4' 'V2.0','Metabolic: Prameha - Upadrava 'RMSD: Vaatavyaadhi,2,' 'P5.4' ' ' 'V2.0' ' ' 'V2.34.0' ',1,P5.4,2
'P5.4' 'V2.21','Metabolic: Prameha - Upadrava 'OTHER: Vaatavyaadhi - Ekaangavaata,2,' 'P5.4' ' ' 'V2.21' ',1,P5.4,2
'P5.4' 'V2.23','Metabolic: Prameha - Upadrava 'RMSD: Vaatavyaadhi - Gridhrasee,2,' 'P5.4' ' ' 'V2.23' ',3,P5.4,2
'P5.4' 'V2.23','Metabolic: Prameha - Upadrava 'RMSD: Vaatavyaadhi - Gridhrasee,2,' 'P5.4' ' ' 'V2.23' ' ' 'V2.63' ',1,P5.4,2
'P5.4' 'V2.23','Metabolic: Prameha - Upadrava 'RMSD: Vaatavyaadhi - Gridhrasee,2,' 'P5.4' ' ' 'V2.23' ' ' 'V2.75' ' ' 'N4.0' ' ' 'M2.0' ',1,P5.4,2
'P5.4' 'V2.38','Metabolic: Prameha - Upadrava 'OTHER: Vaatavyaadhi - Khanja,2,' 'P5.4' ' ' 'V2.38' ',1,P5.4,2
'P5.4' 'V2.56.0','Metabolic: Prameha - Upadrava 'OTHER: Vaatavyaadhi - Pakshavadha,2,' 'P5.4' ' ' 'V2.56.0' ',1,P5.4,2
'P5.4' 'V2.56.0','Metabolic: Prameha - Upadrava 'OTHER: Vaatavyaadhi - Pakshavadha,2,' 'P5.4' ' ' 'V2.56.0' ' ' 'N4.0' ' ' 'P5.0' ' ' 'P5.5' ',1,P5.4,2
'P5.4' 'V2.56.0','Metabolic: Prameha - Upadrava 'OTHER: Vaatavyaadhi - Pakshavadha,2,' 'P5.4' ' ' 'V2.56.0' ' ' 'P5.0' ',1,P5.4,2
'P5.4' 'V2.63','Metabolic: Prameha - Upadrava 'RMSD: Vaatavyaadhi - Sandhigata Vaata,2,' 'P5.4' ' ' 'V2.63' ',3,P5.4,2
'P5.4' 'V2.9','Metabolic: Prameha - Upadrava 'RMSD: Vaatavyaadhi - Asthigata Vaata,2,' 'P5.4' ' ' 'V2.9' ',1,P5.4,2
'P5.4' 'k12.0','Metabolic: Prameha - Upadrava 'OTHER: Kushtha,2,' 'P5.4' ' ' 'k12.0' ',1,P5.4,2
'P5.4' 'k12.0','Metabolic: Prameha - Upadrava 'OTHER: Kushtha,2,' 'P5.4' ' ' 'k12.0' ' ' 'P5.0' ',1,P5.4,2
'P5.4' 'G9.0' 'V13.8','Metabolic: Prameha - Upadrava 'OTHER: Granthi 'OTHER: Vrana - Kaphavaataraktaja Vrana,3,' 'P5.4' ' ' 'G9.0' ' ' 'V13.8' ' ' 'P5.0' ' ' 'V1.0' ' ' 'H2.0' ',1,P5.4,3
'P5.4' 'P5.0' 'M10.1','Metabolic: Prameha - Upadrava 'Metabolic: Prameha 'Metabolic: Medoroga - Sthula medho roga,3,' 'P5.4' ' ' 'P5.0' ' ' 'M10.1' ',1,P5.4,3
'P5.4' 'P5.0' 'V2.0','Metabolic: Prameha - Upadrava 'Metabolic: Prameha 'RMSD: Vaatavyaadhi,3,' 'P5.4' ' ' 'P5.0' ' ' 'V2.0' ',1,P5.4,3
'P5.4' 'P5.5' 'V2.0','Metabolic: Prameha - Upadrava 'OTHER: Pramehajanya - Netraroga 'RMSD: Vaatavyaadhi,3,' 'P5.4' ' ' 'P5.5' ' ' 'V2.0' ',1,P5.4,3
'P5.4' 'S3.0' 'S4.0','Metabolic: Prameha - Upadrava 'OTHER: Shotha 'OTHER: Shvaasa,3,' 'P5.4' ' ' 'S3.0' ' ' 'S4.0' ',1,P5.4,3
'P5.4' 'S3.0' 'V2.0','Metabolic: Prameha - Upadrava 'OTHER: Shotha 'RMSD: Vaatavyaadhi,3,' 'P5.4' ' ' 'S3.0' ' ' 'V2.0' ' ' 'M2.0' ' ' 'V13.0' ',1,P5.4,3
'P5.4' 'V1.0' 'S3.0','Metabolic: Prameha - Upadrava 'RMSD: Vaatarakta 'OTHER: Shotha,3,' 'P5.4' ' ' 'V1.0' ' ' 'S3.0' ',1,P5.4,3
'P5.4' 'V16.0' 'J1.0','Metabolic: Prameha - Upadrava 'OTHER: Vrikka Roga 'OTHER: Jwara,3,' 'P5.4' ' ' 'V16.0' ' ' 'J1.0' ' ' 'S14.2' ',1,P5.4,3
'P5.4' 'V16.0' 'N4.0','Metabolic: Prameha - Upadrava 'OTHER: Vrikka Roga 'OTHER: Netra Roga,3,' 'P5.4' ' ' 'V16.0' ' ' 'N4.0' ' ' 'P5.5' ' ' 'M5.1' ' ' 'A6.0' ' ' 'S2.10' ' ' 'V2.0' ',1,P5.4,3
'P5.4' 'V2.0' 'V1.0','Metabolic: Prameha - Upadrava 'RMSD: Vaatavyaadhi 'RMSD: Vaatarakta,3,' 'P5.4' ' ' 'V2.0' ' ' 'V1.0' ' ' 'P5.0' ',1,P5.4,3
'P5.4' 'V2.0' 'V2.34.0','Metabolic: Prameha - Upadrava 'RMSD: Vaatavyaadhi 'OTHER: Vaatavyaadhi - Kampa,3,' 'P5.4' ' ' 'V2.0' ' ' 'V2.34.0' ',1,P5.4,3
'P5.4' 'V2.23' 'V2.63','Metabolic: Prameha - Upadrava 'RMSD: Vaatavyaadhi - Gridhrasee 'RMSD: Vaatavyaadhi - Sandhigata Vaata,3,' 'P5.4' ' ' 'V2.23' ' ' 'V2.63' ',1,P5.4,3
'P5.4' 'V2.23' 'V2.75','Metabolic: Prameha - Upadrava 'RMSD: Vaatavyaadhi - Gridhrasee 'RMSD: Vaatavyaadhi - Vaatakantaka,3,' 'P5.4' ' ' 'V2.23' ' ' 'V2.75' ' ' 'N4.0' ' ' 'M2.0' ',1,P5.4,3
'P5.4' 'V2.56.0' 'N4.0','Metabolic: Prameha - Upadrava 'OTHER: Vaatavyaadhi - Pakshavadha 'OTHER: Netra Roga,3,' 'P5.4' ' ' 'V2.56.0' ' ' 'N4.0' ' ' 'P5.0' ' ' 'P5.5' ',1,P5.4,3
'P5.4' 'V2.56.0' 'P5.0','Metabolic: Prameha - Upadrava 'OTHER: Vaatavyaadhi - Pakshavadha 'Metabolic: Prameha,3,' 'P5.4' ' ' 'V2.56.0' ' ' 'P5.0' ',1,P5.4,3
'P5.4' 'k12.0' 'P5.0','Metabolic: Prameha - Upadrava 'OTHER: Kushtha 'Metabolic: Prameha,3,' 'P5.4' ' ' 'k12.0' ' ' 'P5.0' ',1,P5.4,3
'P5.4' 'G9.0' 'V13.8' 'P5.0','Metabolic: Prameha - Upadrava 'OTHER: Granthi 'OTHER: Vrana - Kaphavaataraktaja Vrana 'Metabolic: Prameha,4,' 'P5.4' ' ' 'G9.0' ' ' 'V13.8' ' ' 'P5.0' ' ' 'V1.0' ' ' 'H2.0' ',1,P5.4,4
'P5.4' 'S3.0' 'V2.0' 'M2.0','Metabolic: Prameha - Upadrava 'OTHER: Shotha 'RMSD: Vaatavyaadhi 'Metabolic: Madhumeha,4,' 'P5.4' ' ' 'S3.0' ' ' 'V2.0' ' ' 'M2.0' ' ' 'V13.0' ',1,P5.4,4
'P5.4' 'V16.0' 'J1.0' 'S14.2','Metabolic: Prameha - Upadrava 'OTHER: Vrikka Roga 'OTHER: Jwara 'OTHER: Sthaanabhedena Shoola - Aantra Shoola,4,' 'P5.4' ' ' 'V16.0' ' ' 'J1.0' ' ' 'S14.2' ',1,P5.4,4
'P5.4' 'V16.0' 'N4.0' 'P5.5','Metabolic: Prameha - Upadrava 'OTHER: Vrikka Roga 'OTHER: Netra Roga 'OTHER: Pramehajanya - Netraroga,4,' 'P5.4' ' ' 'V16.0' ' ' 'N4.0' ' ' 'P5.5' ' ' 'M5.1' ' ' 'A6.0' ' ' 'S2.10' ' ' 'V2.0' ',1,P5.4,4
'P5.4' 'V2.0' 'V1.0' 'P5.0','Metabolic: Prameha - Upadrava 'RMSD: Vaatavyaadhi 'RMSD: Vaatarakta 'Metabolic: Prameha,4,' 'P5.4' ' ' 'V2.0' ' ' 'V1.0' ' ' 'P5.0' ',1,P5.4,4
'P5.4' 'V2.23' 'V2.75' 'N4.0','Metabolic: Prameha - Upadrava 'RMSD: Vaatavyaadhi - Gridhrasee 'RMSD: Vaatavyaadhi - Vaatakantaka 'OTHER: Netra Roga,4,' 'P5.4' ' ' 'V2.23' ' ' 'V2.75' ' ' 'N4.0' ' ' 'M2.0' ',1,P5.4,4
'P5.4' 'V2.56.0' 'N4.0' 'P5.0','Metabolic: Prameha - Upadrava 'OTHER: Vaatavyaadhi - Pakshavadha 'OTHER: Netra Roga 'Metabolic: Prameha,4,' 'P5.4' ' ' 'V2.56.0' ' ' 'N4.0' ' ' 'P5.0' ' ' 'P5.5' ',1,P5.4,4
'P5.4' 'G9.0' 'V13.8' 'P5.0' 'V1.0','Metabolic: Prameha - Upadrava 'OTHER: Granthi 'OTHER: Vrana - Kaphavaataraktaja Vrana 'Metabolic: Prameha 'RMSD: Vaatarakta,5,' 'P5.4' ' ' 'G9.0' ' ' 'V13.8' ' ' 'P5.0' ' ' 'V1.0' ' ' 'H2.0' ',1,P5.4,5
'P5.4' 'S3.0' 'V2.0' 'M2.0' 'V13.0','Metabolic: Prameha - Upadrava 'OTHER: Shotha 'RMSD: Vaatavyaadhi 'Metabolic: Madhumeha 'OTHER: Vrana,5,' 'P5.4' ' ' 'S3.0' ' ' 'V2.0' ' ' 'M2.0' ' ' 'V13.0' ',1,P5.4,5
'P5.4' 'V16.0' 'N4.0' 'P5.5' 'M5.1','Metabolic: Prameha - Upadrava 'OTHER: Vrikka Roga 'OTHER: Netra Roga 'OTHER: Pramehajanya - Netraroga 'OTHER: Maanasa Roga - Vishada,5,' 'P5.4' ' ' 'V16.0' ' ' 'N4.0' ' ' 'P5.5' ' ' 'M5.1' ' ' 'A6.0' ' ' 'S2.10' ' ' 'V2.0' ',1,P5.4,5
